,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,Total_income
482,LP002537,1,1,0,1,0,2083,3150.0,128.0,360.0,1.0,1,1,4.852030263919617,1.5793972284736488
483,LP002541,1,1,0,1,0,10833,0.0,234.0,360.0,1.0,1,1,5.455321115357702,1.6965914837958764
484,LP002543,1,1,2,1,0,8333,0.0,246.0,360.0,1.0,1,1,5.5053315359323625,1.7057169928720943
485,LP002544,1,1,1,0,0,1958,2436.0,131.0,360.0,1.0,0,1,4.875197323201151,1.5841605801847392
486,LP002545,1,0,2,1,0,3547,0.0,80.0,360.0,0.0,0,0,4.382026634673881,1.4775113193551406
487,LP002547,1,1,1,1,0,18333,0.0,500.0,360.0,1.0,2,0,6.214608098422191,1.8269026656007323
488,LP002555,1,1,2,1,1,4583,2083.0,160.0,360.0,1.0,1,1,5.075173815233827,1.6243607736485148
489,LP002556,1,0,0,1,0,2435,0.0,75.0,360.0,1.0,2,0,4.31748811353631,1.4626737779454593
490,LP002560,1,0,0,0,0,2699,2785.0,96.0,360.0,1.0,1,1,4.564348191467836,1.5182757199460604
491,LP002562,1,1,1,0,0,5333,1131.0,186.0,360.0,1.0,2,1,5.225746673713202,1.6535976917010051
492,LP002571,1,0,0,0,0,3691,0.0,110.0,360.0,1.0,0,1,4.700480365792417,1.5476647089811362
493,LP002582,0,0,0,0,1,17263,0.0,225.0,360.0,1.0,1,1,5.41610040220442,1.6893760735113401
494,LP002585,1,1,0,1,0,3597,2157.0,119.0,360.0,0.0,0,0,4.77912349311153,1.5642571600471569
495,LP002586,0,1,1,1,0,3326,913.0,105.0,84.0,1.0,1,1,4.653960350157523,1.537718545324583
496,LP002587,1,1,0,0,0,2600,1700.0,107.0,360.0,1.0,0,1,4.672828834461906,1.5417646344281224
497,LP002588,1,1,0,1,0,4625,2857.0,111.0,12.0,1.0,2,1,4.709530201312334,1.5495881581091657
498,LP002600,1,1,1,1,1,2895,0.0,95.0,360.0,1.0,1,1,4.553876891600541,1.5159789342503565
499,LP002602,1,0,0,1,0,6283,4416.0,209.0,360.0,0.0,0,0,5.342334251964811,1.6756626832965449
500,LP002603,0,0,0,1,0,645,3683.0,113.0,480.0,1.0,0,1,4.727387818712341,1.5533727917527633
501,LP002606,0,0,0,1,0,3159,0.0,100.0,360.0,1.0,1,1,4.605170185988092,1.5271796258079011
502,LP002615,1,1,2,1,0,4865,5624.0,208.0,360.0,1.0,1,1,5.337538079701318,1.6747645128995639
503,LP002618,1,1,1,0,0,4050,5302.0,138.0,360.0,1.0,0,0,4.927253685157205,1.5947817710037706
504,LP002619,1,1,0,0,0,3814,1483.0,124.0,300.0,1.0,1,1,4.820281565605037,1.572832342456985
505,LP002622,1,1,2,1,0,3510,4416.0,243.0,360.0,1.0,0,1,5.493061443340548,1.7034857400507994
506,LP002624,1,1,0,1,0,20833,6667.0,480.0,360.0,1.0,2,1,6.173786103901937,1.8203122808251364
507,LP002625,1,0,0,1,0,3583,0.0,96.0,360.0,1.0,2,0,4.564348191467836,1.5182757199460604
508,LP002626,1,1,0,1,1,2479,3013.0,188.0,360.0,1.0,2,1,5.236441962829949,1.6556422529709331
509,LP002634,0,0,1,1,0,13262,0.0,40.0,360.0,1.0,2,1,3.6888794541139363,1.3053227409632366
510,LP002637,1,0,0,0,0,3598,1287.0,100.0,360.0,1.0,0,0,4.605170185988092,1.5271796258079011
511,LP002640,1,1,1,1,0,6065,2004.0,250.0,360.0,1.0,1,1,5.521460917862246,1.7086424843059957
512,LP002643,1,1,2,1,0,3283,2035.0,148.0,360.0,1.0,2,1,4.997212273764115,1.6088802117007757
513,LP002648,1,1,0,1,0,2130,6666.0,70.0,180.0,1.0,1,0,4.248495242049359,1.4465648595477707
514,LP002652,1,0,0,1,0,5815,3666.0,311.0,360.0,1.0,0,0,5.739792912179234,1.7474231316630926
515,LP002659,1,1,3,1,0,3466,3428.0,150.0,360.0,1.0,0,1,5.0106352940962555,1.611562712266506
516,LP002670,0,1,2,1,0,2031,1632.0,113.0,480.0,1.0,1,1,4.727387818712341,1.5533727917527633
517,LP002682,1,1,0,0,0,3074,1800.0,123.0,360.0,0.0,1,0,4.812184355372417,1.5711511089688401
518,LP002683,1,0,0,1,0,4683,1915.0,185.0,360.0,1.0,1,0,5.220355825078324,1.652565565295187
519,LP002684,0,0,0,0,0,3400,0.0,95.0,360.0,1.0,0,0,4.553876891600541,1.5159789342503565
520,LP002689,1,1,2,0,0,2192,1742.0,45.0,360.0,1.0,1,1,3.8066624897703196,1.3367528183009176
521,LP002690,1,0,0,1,0,2500,0.0,55.0,360.0,1.0,1,1,4.007333185232471,1.3881259789913998
522,LP002692,1,1,3,1,1,5677,1424.0,100.0,360.0,1.0,0,1,4.605170185988092,1.5271796258079011
523,LP002693,1,1,2,1,1,7948,7166.0,480.0,360.0,1.0,0,1,6.173786103901937,1.8203122808251364
524,LP002697,1,0,0,1,0,4680,2087.0,128.0,360.0,1.0,1,0,4.852030263919617,1.5793972284736488
525,LP002699,1,1,2,1,1,17500,0.0,400.0,360.0,1.0,0,1,5.991464547107982,1.790335880924894
526,LP002705,1,1,0,1,0,3775,0.0,110.0,360.0,1.0,1,1,4.700480365792417,1.5476647089811362
527,LP002706,1,1,1,0,0,5285,1430.0,161.0,360.0,0.0,1,1,5.081404364984463,1.6255876731852767
528,LP002714,1,0,1,0,0,2679,1302.0,94.0,360.0,1.0,1,1,4.543294782270004,1.5136524718106426
529,LP002716,1,0,0,0,0,6783,0.0,130.0,360.0,1.0,1,1,4.867534450455582,1.582587535887981
530,LP002717,1,1,0,1,0,1025,5500.0,216.0,360.0,1.0,0,1,5.375278407684165,1.6818103694507691
531,LP002720,1,1,3,1,0,4281,0.0,100.0,360.0,1.0,2,1,4.605170185988092,1.5271796258079011
532,LP002723,1,0,2,1,0,3588,0.0,110.0,360.0,0.0,0,0,4.700480365792417,1.5476647089811362
533,LP002729,1,0,1,1,0,11250,0.0,196.0,360.0,1.0,1,0,5.278114659230517,1.6635689618373102
534,LP002731,0,0,0,0,1,18165,0.0,125.0,360.0,1.0,2,1,4.8283137373023015,1.5744972839952205
535,LP002732,1,0,0,0,0,2550,2042.0,126.0,360.0,1.0,0,1,4.836281906951478,1.5761462244678353
536,LP002734,1,1,0,1,0,6133,3906.0,324.0,360.0,1.0,2,1,5.780743515792329,1.7545323103616217
537,LP002738,1,0,2,1,0,3617,0.0,107.0,360.0,1.0,1,1,4.672828834461906,1.5417646344281224
538,LP002739,1,1,0,0,0,2917,536.0,66.0,360.0,1.0,0,0,4.189654742026425,1.4326183300679207
539,LP002740,1,1,3,1,0,6417,0.0,157.0,180.0,1.0,0,1,5.056245805348308,1.6206242722269526
540,LP002741,0,1,1,1,0,4608,2845.0,140.0,180.0,1.0,1,1,4.941642422609304,1.5976977501549372
541,LP002743,0,0,0,1,0,2138,0.0,99.0,360.0,0.0,1,0,4.59511985013459,1.524994838195378
542,LP002753,0,0,1,1,0,3652,0.0,95.0,360.0,1.0,1,1,4.553876891600541,1.5159789342503565
543,LP002755,1,1,1,0,0,2239,2524.0,128.0,360.0,1.0,2,1,4.852030263919617,1.5793972284736488
544,LP002757,0,1,0,0,0,3017,663.0,102.0,360.0,1.0,1,1,4.624972813284271,1.5314704927383054
545,LP002767,1,1,0,1,0,2768,1950.0,155.0,360.0,1.0,0,1,5.043425116919247,1.6180854379591356
546,LP002768,1,0,0,0,0,3358,0.0,80.0,36.0,1.0,1,0,4.382026634673881,1.4775113193551406
547,LP002772,1,0,0,1,0,2526,1783.0,145.0,360.0,1.0,0,1,4.976733742420574,1.6047738008405017
548,LP002776,0,0,0,1,0,5000,0.0,103.0,360.0,0.0,1,0,4.634728988229636,1.533577726591972
549,LP002777,1,1,0,1,0,2785,2016.0,110.0,360.0,1.0,0,1,4.700480365792417,1.5476647089811362
550,LP002778,1,1,2,1,1,6633,0.0,128.0,360.0,0.0,0,0,4.852030263919617,1.5793972284736488
551,LP002784,1,1,1,0,0,2492,2375.0,128.0,360.0,1.0,0,1,4.852030263919617,1.5793972284736488
552,LP002785,1,1,1,1,0,3333,3250.0,158.0,360.0,1.0,2,1,5.062595033026967,1.6218792042124106
553,LP002788,1,1,0,0,0,2454,2333.0,181.0,360.0,0.0,2,0,5.198497031265826,1.6483695513605736
554,LP002789,1,1,0,1,0,3593,4266.0,132.0,180.0,0.0,0,0,4.882801922586371,1.5857192195601266
555,LP002792,1,1,1,1,0,5468,1032.0,26.0,360.0,1.0,1,1,3.258096538021482,1.1811431408094568
556,LP002794,0,0,0,1,0,2667,1625.0,84.0,360.0,1.0,2,1,4.430816798843313,1.4885839460327333
557,LP002795,1,1,3,1,1,10139,0.0,260.0,360.0,1.0,1,1,5.560681631015528,1.7157206962546658
558,LP002798,1,1,0,1,0,3887,2669.0,162.0,360.0,1.0,1,1,5.087596335232384,1.6268054862616488
559,LP002804,0,1,0,1,0,4180,2306.0,182.0,360.0,1.0,1,1,5.204006687076795,1.6494288456372879
560,LP002807,1,1,2,0,0,3675,242.0,108.0,360.0,1.0,1,1,4.68213122712422,1.5437533966819692
561,LP002813,0,1,1,1,1,19484,0.0,600.0,360.0,1.0,1,1,6.396929655216146,1.8558181338804391
562,LP002820,1,1,0,1,0,5923,2054.0,211.0,360.0,1.0,0,1,5.351858133476067,1.677443815276561
563,LP002821,1,0,0,0,1,5800,0.0,132.0,360.0,1.0,1,1,4.882801922586371,1.5857192195601266
564,LP002832,1,1,2,1,0,8799,0.0,258.0,360.0,0.0,2,0,5.552959584921617,1.7143310441709676
565,LP002833,1,1,0,0,0,4467,0.0,120.0,360.0,1.0,0,1,4.787491742782046,1.5660066297600124
566,LP002836,1,0,0,1,0,3333,0.0,70.0,360.0,1.0,2,1,4.248495242049359,1.4465648595477707
567,LP002837,1,1,3,1,0,3400,2500.0,123.0,360.0,0.0,0,0,4.812184355372417,1.5711511089688401
568,LP002840,0,0,0,1,0,2378,0.0,9.0,360.0,1.0,2,0,2.1972245773362196,0.7871950081766445
569,LP002841,1,1,0,1,0,3166,2064.0,104.0,360.0,0.0,2,0,4.6443908991413725,1.535660233235027
570,LP002842,1,1,1,1,0,3417,1750.0,186.0,360.0,1.0,2,1,5.225746673713202,1.6535976917010051
571,LP002847,1,1,0,1,0,5116,1451.0,165.0,360.0,0.0,2,0,5.10594547390058,1.6304056399335578
572,LP002855,1,1,2,1,0,16666,0.0,275.0,360.0,1.0,2,1,5.616771097666572,1.7257569610137753
573,LP002862,1,1,2,0,0,6125,1625.0,187.0,480.0,1.0,1,0,5.231108616854587,1.654623228243748
574,LP002863,1,1,3,1,0,6406,0.0,150.0,360.0,1.0,1,0,5.0106352940962555,1.611562712266506
575,LP002868,1,1,2,1,0,3159,461.0,108.0,84.0,1.0,2,1,4.68213122712422,1.5437533966819692
576,LP002872,1,1,0,1,0,3087,2210.0,136.0,360.0,0.0,1,0,4.912654885736052,1.5918145056013675
577,LP002874,1,0,0,1,0,3229,2739.0,110.0,360.0,1.0,2,1,4.700480365792417,1.5476647089811362
578,LP002877,1,1,1,1,0,1782,2232.0,107.0,360.0,1.0,0,1,4.672828834461906,1.5417646344281224
579,LP002888,1,0,0,1,0,3182,2917.0,161.0,360.0,1.0,2,1,5.081404364984463,1.6255876731852767
580,LP002892,1,1,2,1,0,6540,0.0,205.0,360.0,1.0,1,1,5.3230099791384085,1.672038928909586
581,LP002893,1,0,0,1,0,1836,33837.0,90.0,360.0,1.0,2,0,4.499809670330265,1.5040351003996315
582,LP002894,0,1,0,1,0,3166,0.0,36.0,360.0,1.0,1,1,3.58351893845611,1.2763452613426045
583,LP002898,1,1,1,1,0,1880,0.0,61.0,360.0,1.0,0,0,4.110873864173311,1.4136356249281932
584,LP002911,1,1,1,1,0,2787,1917.0,146.0,360.0,0.0,0,0,4.983606621708336,1.606153850141491
585,LP002912,1,1,1,1,0,4283,3000.0,172.0,84.0,1.0,0,0,5.147494476813453,1.6385100869349585
586,LP002916,1,1,0,1,0,2297,1522.0,104.0,360.0,1.0,2,1,4.6443908991413725,1.535660233235027
587,LP002917,0,0,0,0,0,2165,0.0,70.0,360.0,1.0,1,1,4.248495242049359,1.4465648595477707
588,LP002925,1,0,0,1,0,4750,0.0,94.0,360.0,1.0,1,1,4.543294782270004,1.5136524718106426
589,LP002926,1,1,2,1,1,2726,0.0,106.0,360.0,0.0,1,0,4.663439094112067,1.53975317897557
590,LP002928,1,1,0,1,0,3000,3416.0,56.0,180.0,1.0,1,1,4.02535169073515,1.392612283633577
591,LP002931,1,1,2,1,1,6000,0.0,205.0,240.0,1.0,1,0,5.3230099791384085,1.672038928909586
592,LP002933,1,0,3,1,1,9357,0.0,292.0,360.0,1.0,1,1,5.676753802268282,1.7363795556717014
593,LP002936,1,1,0,1,0,3859,3300.0,142.0,180.0,1.0,0,1,4.955827057601261,1.60056406759735
594,LP002938,1,1,0,1,1,16120,0.0,260.0,360.0,1.0,2,1,5.560681631015528,1.7157206962546658
595,LP002940,1,0,0,0,0,3833,0.0,110.0,360.0,1.0,0,1,4.700480365792417,1.5476647089811362
596,LP002941,1,1,2,0,1,6383,1000.0,187.0,360.0,1.0,0,0,5.231108616854587,1.654623228243748
597,LP002943,1,0,0,1,0,2987,0.0,88.0,360.0,0.0,1,0,4.477336814478207,1.4990284086108943
598,LP002945,1,1,0,1,1,9963,0.0,180.0,360.0,1.0,0,1,5.19295685089021,1.6473032557366176
599,LP002948,1,1,2,1,0,5780,0.0,192.0,360.0,1.0,2,1,5.2574953720277815,1.6596547483333284
600,LP002949,0,0,3,1,0,416,41667.0,350.0,180.0,1.0,2,0,5.857933154483459,1.7677968373611699
601,LP002950,1,1,0,0,0,2894,2792.0,155.0,360.0,1.0,0,1,5.043425116919247,1.6180854379591356
602,LP002953,1,1,3,1,0,5703,0.0,128.0,360.0,1.0,2,1,4.852030263919617,1.5793972284736488
603,LP002958,1,0,0,1,0,3676,4301.0,172.0,360.0,1.0,0,1,5.147494476813453,1.6385100869349585
604,LP002959,0,1,1,1,0,12000,0.0,496.0,360.0,1.0,1,1,6.206575926724928,1.8256093633196335
605,LP002960,1,1,0,0,0,2400,3800.0,128.0,180.0,1.0,2,0,4.852030263919617,1.5793972284736488
606,LP002961,1,1,1,1,0,3400,2500.0,173.0,360.0,1.0,1,1,5.153291594497779,1.639635655072424
607,LP002964,1,1,2,0,0,3987,1411.0,157.0,360.0,1.0,0,1,5.056245805348308,1.6206242722269526
608,LP002974,1,1,0,1,0,3232,1950.0,108.0,360.0,1.0,0,1,4.68213122712422,1.5437533966819692
609,LP002978,0,0,0,1,0,2900,0.0,71.0,360.0,1.0,0,1,4.2626798770413155,1.4498980416116356
610,LP002979,1,1,3,1,0,4106,0.0,40.0,180.0,1.0,0,1,3.6888794541139363,1.3053227409632366
611,LP002983,1,1,1,1,0,8072,240.0,253.0,360.0,1.0,2,1,5.53338948872752,1.710800555208106
612,LP002984,1,1,2,1,0,7583,0.0,187.0,360.0,1.0,2,1,5.231108616854587,1.654623228243748
613,LP002990,0,0,0,1,1,4583,0.0,133.0,360.0,0.0,1,0,4.890349128221754,1.5872636973025485
